binner	rank	bin	precision	recall	predicted_size	real_size
evil_yalow_2	strain	1036608	0.996815529152	0.202351161068	643435.0	3169668.0
evil_yalow_2	strain	evo_1286_AP.033	0.137598170351	0.173150363735	3898453.0	3098001.0
evil_yalow_2	strain	1220_AJ	1.0	0.237084144611	619783.0	2614190.0
evil_yalow_2	strain	Sample19_56	0.0124262868904	1.0	2363216.0	29366.0
evil_yalow_2	strain	Sample22_57	0	0	0	37672.0
evil_yalow_2	strain	Sample6_722	0	0	0	7258.0
evil_yalow_2	strain	Sample23_271	0	0	0	10434.0
evil_yalow_2	strain	Sample6_289	0.00240112148965	1.0	5864343.0	14081.0
evil_yalow_2	strain	Sample23_273	0.00176729089687	1.0	5864343.0	10364.0
evil_yalow_2	strain	Sample6_527	0	0	0	9295.0
evil_yalow_2	strain	1036743	0.335547406585	0.155527996652	2363216.0	5098574.0
evil_yalow_2	strain	Sample9_2	0.00567054144002	1.0	5864343.0	33254.0
evil_yalow_2	strain	Sample22_283	0	0	0	16206.0
evil_yalow_2	strain	1048993	1.0	0.246825387433	896863.0	3633593.0
evil_yalow_2	strain	1285_BH	0.713956629167	0.13648691469	872983.0	4566533.0
evil_yalow_2	strain	evo_1286_AP.026	0.208409335703	0.253033225805	3898453.0	3210938.0
evil_yalow_2	strain	Sample15_97	0.00112442263353	1.0	5864343.0	6594.0
evil_yalow_2	strain	evo_1035930.029	0.250978967051	0.232204317346	2231689.0	2412130.0
evil_yalow_2	strain	1049005	0.373832588127	0.113063018872	1242385.0	4107833.0
evil_yalow_2	strain	1365_A	0.678580392406	0.201143436032	2079786.0	7016396.0
evil_yalow_2	strain	1286_AP	0.0631058011986	0.0826934227443	3898453.0	2975025.0
evil_yalow_2	strain	Sample16_19	0.0131874960247	1.0	5864343.0	77336.0
evil_yalow_2	strain	1139_AG	0.897460838901	0.300452897045	2436474.0	7277813.0
evil_yalow_2	strain	evo_1049056.031	0.202572901363	0.341291089207	5686965.0	3375491.0
