binner	rank	bin	precision	recall	predicted_size	real_size
evil_yalow_1	strain	1030728	0.0622154592894	0.0137113376453	567801.0	2576408.0
evil_yalow_1	strain	1220_E	0.21159394349	0.0616863682485	2123005.0	7282241.0
evil_yalow_1	strain	1053022	0.00422220452616	0.000676413866484	590213.0	3684135.0
evil_yalow_1	strain	1053025	0.241959684413	0.0544343387118	846422.0	3762331.0
evil_yalow_1	strain	Sample19_54	0	0	0	29620.0
evil_yalow_1	strain	1053028	0.473924354518	0.106526946426	846422.0	3765620.0
evil_yalow_1	strain	Sample9_165	0	0	0	6999.0
evil_yalow_1	strain	1220_CF	0.787034674188	0.0380537921423	223365.0	4619671.0
evil_yalow_1	strain	Sample6_355	0	0	0	12012.0
evil_yalow_1	strain	Sample23_370	0	0	0	8513.0
evil_yalow_1	strain	1030905	0	0	0	3111934.0
evil_yalow_1	strain	1285_BD	0.801193027489	0.0596209575862	247773.0	3329601.0
evil_yalow_1	strain	Sample22_16	0	0	0	68543.0
evil_yalow_1	strain	Sample22_11	0	0	0	81125.0
evil_yalow_1	strain	Sample24_63	0	0	0	18984.0
evil_yalow_1	strain	Sample23_378	0	0	0	8398.0
evil_yalow_1	strain	Sample22_561	0	0	0	8754.0
evil_yalow_1	strain	Sample6_203	0	0	0	16656.0
evil_yalow_1	strain	1220_X	1.0	0.0457536570763	166440.0	3637742.0
evil_yalow_1	strain	Sample18_60	0	0	0	19703.0
evil_yalow_1	strain	Sample24_68	0	0	0	17496.0
evil_yalow_1	strain	Sample18_62	0	0	0	19313.0
evil_yalow_1	strain	Sample6_199	0	0	0	16772.0
evil_yalow_1	strain	1139_AW	0.887987449186	0.0183177913658	115371.0	5592814.0
evil_yalow_1	strain	Sample22_112	0	0	0	28135.0
evil_yalow_1	strain	Sample15_108	0	0	0	6261.0
evil_yalow_1	strain	evo_1030728.011	0.11907164658	0.0269361999834	567801.0	2509968.0
evil_yalow_1	strain	Sample15_104	0	0	0	6456.0
evil_yalow_1	strain	Sample22_94	0	0	0	30920.0
evil_yalow_1	strain	Sample6_192	0.0148912691253	1.0	1141810.0	17003.0
evil_yalow_1	strain	Sample15_107	0	0	0	6335.0
evil_yalow_1	strain	Sample15_75	0	0	0	7926.0
evil_yalow_1	strain	evo_1035921.028	0.601843250491	0.0417768776311	218527.0	3148129.0
evil_yalow_1	strain	Sample23_25	0	0	0	29191.0
evil_yalow_1	strain	Sample15_103	0	0	0	6462.0
evil_yalow_1	strain	Sample16_245	0	0	0	7550.0
evil_yalow_1	strain	Sample18_262	0	0	0	7153.0
evil_yalow_1	strain	1139_AF	0.125110132159	0.0316585384664	1141810.0	4512274.0
evil_yalow_1	strain	Sample18_264	0	0	0	7178.0
